NUMCP;NOMAGENT;PRENOM;ID Etablissement;ID UO;Régime;Assermentation;CODEGRADE;DATEDEBUTGRADE;DATEFINGRADE;CODENIVEAU;DATEDEBUTNIVEAU;DATEFINNIVEAU;CODEQUALIFICATION;DATEDEBUTQUALIF;DATEFINQUALIF;CODEPOSITION;DATEDEBUTPOSITION;DATEFINPOSITION;CODEECHELON;DATEDEBUTECHELON;DATEFINECHELON;Famille;Date début Famille;Date fin Famille;Typologie Agent;Date début Typologie;Date fin Typologie;Equipe;Date début Equipe;Date Fin Equipe;Résidence;Date début Résidence;Date fin Résidence;Date début en Production;Compétence Langue 1;Date début Comp Langue 1;Date fin Comp Langue 1;Compétence Langue 2;Date début Comp Langue 2;Date fin Comp Langue 2;Compténce Train 1;Date début Comp Train 1;Date fin Comp Train 1;Compténce Train 2;Date début Comp Train 2;Date début Comp Train 2;Compétence Traction 1;Date début Comp Traction 1;Date fin Comp Traction 1;Point de Vente;N° de recette;Tél Complémentaire
3106621H;NOMADC6;STEPHANE;327130;327101;R;O;ACTP;27/09/2011;31/12/2300;2;01/05/2003;31/12/2300;B;01/06/2002;31/12/2300;10;27/09/2011;31/12/2300;4;01/06/2009;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;20/10/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;79012344;6;645859723
3101897R;NOM UO 327102 RET2 OBS;LUCIE;327130;327101;R;O;CBOR;03/02/2011;31/12/2300;2;01/09/1998;31/12/2300;B;01/01/1998;31/12/2300;11;03/02/2011;31/12/2300;3;01/07/2002;31/12/2300;ADC;01/04/2000;31/12/2300;D;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;21/10/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;79012344;7;645859724
3109790R;NOMADC8;MOHAMED;327130;327101;R;O;CBOR;20/01/2017;31/12/2300;2;01/01/2002;31/12/2300;B;01/01/2002;31/12/2300;11;20/01/2017;31/12/2300;6;20/01/2017;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;22/10/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;79012344;8;645859725
3107842J;NOMADC9;DIDIER;327130;327101;R;O;CBORM;01/04/2018;31/12/2300;1;01/07/2000;31/12/2300;C;01/07/2000;31/12/2300;15;01/04/2018;31/12/2300;10;01/11/2011;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;23/10/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;34567900;11;645859726
3114788A;NOMADC10;YANNICK;327130;327101;R;O;CBORMP;01/10/2017;31/12/2300;1;01/01/1999;31/12/2300;C;01/01/1999;31/12/2300;16;01/10/2017;31/12/2300;8;01/05/2011;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;24/10/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;34567900;12;645859727
3106361R;NOMADC11;BERTRAND;327130;327101;R;O;CBORM;20/09/2011;31/12/2300;2;01/04/2004;31/12/2300;C;01/07/1997;31/12/2300;15;20/09/2011;31/12/2300;7;01/08/2001;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;25/10/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;34567900;13;645859728
3109171V;NOMADC12;PAUL;327130;327101;R;O;CBORMP;01/01/2015;31/12/2300;2;01/04/2001;31/12/2300;C;01/04/1995;31/12/2300;16;01/01/2015;31/12/2300;10;01/09/2012;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;26/10/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;34567900;14;645859729
3106442E;NOMADC13;KARINE;327130;327101;R;O;CBOR;01/04/2015;31/12/2300;1;01/06/2003;31/12/2300;B;01/06/2003;31/12/2300;11;01/04/2015;31/12/2300;4;01/03/2012;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;27/10/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;34567900;15;645859730
3110722M;NOMADC14;KARIM;327130;327101;R;O;CBOR;01/04/2012;31/12/2300;1;01/09/2001;31/12/2300;B;01/09/2001;31/12/2300;10;01/04/2012;31/12/2300;6;01/09/2014;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;28/10/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;34567900;16;645859731
3104505V;NOMADC15;LAETITIA;327130;327101;R;O;CBOR;01/05/2013;31/12/2300;1;01/09/2003;31/12/2300;B;01/09/2003;31/12/2300;10;01/05/2013;31/12/2300;5;01/09/2014;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;29/10/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;34567900;17;645859732
3107833Z;NOMADC16;MARCEL;327130;327101;R;O;CBORMP;01/04/2015;31/12/2300;1;01/04/1999;31/12/2300;D;01/04/1999;31/12/2300;19;01/04/2015;31/12/2300;10;01/10/2011;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;30/10/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;34567900;18;645859733
3101416X;DUO1 ET;PRENOM;327130;327101;R;O;CBORMP;01/04/2017;31/12/2300;1;01/02/2004;31/12/2300;C;01/02/2004;31/12/2300;17;01/04/2017;31/12/2300;7;01/07/2013;31/12/2300;ADC;01/04/2000;31/12/2300;F;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;31/10/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;79012344;9;645859734
3112440C;NOMADC18;STEPHANE;327130;327101;R;O;CBORM;01/04/2018;31/12/2300;1;01/10/2003;31/12/2300;C;01/10/2003;31/12/2300;15;01/04/2018;31/12/2300;10;01/11/2013;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;01/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;79012344;10;645859735
3105745W;NOMADC19;THIERRY;327130;327101;R;O;CBORP;02/01/2017;31/12/2300;1;01/10/2000;31/12/2300;C;01/10/2000;31/12/2300;15;02/01/2017;31/12/2300;10;01/02/2012;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;02/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;79012344;11;645859736
3104466H;NOMADC20;DAVID;327130;327101;R;O;CBORMP;01/04/2017;31/12/2300;1;01/04/2000;31/12/2300;C;01/04/2000;31/12/2300;17;01/04/2017;31/12/2300;7;01/10/2013;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;03/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;79012344;12;645859737
3110189H;NOM UO 327102 RET2 OBS;CEDRIC;327130;327101;R;O;CBORM;01/04/2018;31/12/2300;2;01/02/2002;31/12/2300;B;01/02/2001;31/12/2300;15;01/04/2018;31/12/2300;6;01/02/2014;31/12/2300;ADC;01/04/2000;31/12/2300;D;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;04/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;79012344;13;645859738
3108649C;NOMADC22;OLIVIER;327130;327101;R;O;CBORMP;01/04/2018;31/12/2300;1;01/10/1998;31/12/2300;C;01/10/1998;31/12/2300;17;01/04/2018;31/12/2300;10;01/07/2012;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;05/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;79012344;14;645859739
3106806D;NOMADC23;PHILIPPE;327130;327101;R;O;CBORMP;01/04/2016;31/12/2300;1;01/10/1999;31/12/2300;C;01/10/1999;31/12/2300;16;01/04/2016;31/12/2300;10;01/03/2012;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;06/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;79012344;15;645859740
3114243H;NOMADC24;BRUNO;327130;327101;R;O;CBORP;01/04/2015;31/12/2300;1;01/04/2004;31/12/2300;C;01/04/2004;31/12/2300;13;01/04/2015;31/12/2300;9;01/01/2014;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;07/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;79012344;16;645859741
3109914G;NOMADC25;CATHERINE;327130;327101;R;O;CBORM;01/04/2012;31/12/2300;1;01/01/1999;31/12/2300;C;01/01/1999;31/12/2300;14;01/04/2012;31/12/2300;10;01/09/2012;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;08/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;34567900;19;645859742
3114578F;NOMADC26;MICHEL;327130;327101;R;O;CBORMP;01/04/2016;31/12/2300;2;01/04/2001;31/12/2300;C;01/01/1995;31/12/2300;17;01/04/2016;31/12/2300;10;01/06/2014;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;09/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;34567900;20;645859743
3102079R;NOMADC27;BRIGITTE;327130;327101;R;O;CBORMP;01/04/2015;31/12/2300;1;01/04/1998;31/12/2300;C;01/04/1998;31/12/2300;17;01/04/2015;31/12/2300;10;01/10/2012;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;10/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;34567900;21;645859744
3105753J;NOMADC28;BERNARD;327130;327101;R;O;CBORM;01/04/2014;31/12/2300;1;01/07/1997;31/12/2300;C;01/07/1997;31/12/2300;15;01/04/2014;31/12/2300;10;01/09/2011;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;11/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;34567900;22;645859745
3111046K;NOMADC29;ELODIE;327130;327101;R;O;CBOR;01/09/2013;31/12/2300;1;01/02/2003;31/12/2300;B;01/02/2003;31/12/2300;11;01/09/2013;31/12/2300;5;01/02/2014;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;12/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;34567900;23;645859746
3110911N;NOMADC30;ARNAUD;327130;327101;R;O;CBOR;01/04/2014;31/12/2300;2;01/08/2002;31/12/2300;B;01/08/2002;31/12/2300;11;01/04/2014;31/12/2300;6;01/08/2016;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;31;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;13/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;34567900;24;645859747
3213172P;NOMADC125;THIERRY;327130;327102;R;O;CBORP;01/04/2015;31/12/2300;1;01/12/2003;31/12/2300;C;01/12/2003;31/12/2300;14;01/04/2015;31/12/2300;9;01/05/2016;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;32;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;14/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;79012344;17;645859748
3209838G;NOMADC126;STEPHANE;327130;327102;R;O;CBORP;01/04/2016;31/12/2300;1;01/01/2000;31/12/2300;C;01/01/2000;31/12/2300;14;01/04/2016;31/12/2300;8;01/12/2011;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;32;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;15/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;79012344;18;645859749
3210493B;NOMADC127;SANDRINE;327130;327102;R;O;CBORP;01/07/2011;31/12/2300;1;01/10/2003;31/12/2300;C;01/10/2003;31/12/2300;12;01/07/2011;31/12/2300;5;01/10/2010;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;32;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;16/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;79012344;19;645859750
3210060P;NOMADC128;CHRISTOPHE;327130;327102;R;O;CBORP;01/04/2016;31/12/2300;2;01/10/1997;31/12/2300;B;01/04/1997;31/12/2300;13;01/04/2016;31/12/2300;8;01/04/2017;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;32;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;17/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;79012344;20;645859751
3210873F;NOMADC129;SYLVIE;327130;327102;R;O;CBORM;01/08/2016;31/12/2300;2;01/01/2002;31/12/2300;B;01/03/2001;31/12/2300;13;01/08/2016;31/12/2300;7;01/09/2017;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;32;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;18/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;79012344;21;645859752
3201158S;NOMADC130;DOMINIQUE;327130;327102;R;O;CBORM;01/08/2015;31/12/2300;1;01/01/2004;31/12/2300;C;01/01/2004;31/12/2300;14;01/08/2015;31/12/2300;9;01/09/2017;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;33;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;19/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;79012344;22;645859753
3210344B;NOMADC131;GERALDINE;327130;327102;R;O;CBORM;01/04/2017;31/12/2300;2;01/02/2002;31/12/2300;B;01/04/2001;31/12/2300;13;01/04/2017;31/12/2300;7;01/10/2017;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;33;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;20/11/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;79012344;23;645859754
3211978C;NOMADC132;FREDERIC;327130;327102;R;O;CBOR;01/08/2013;31/12/2300;1;01/05/2003;31/12/2300;B;01/05/2003;31/12/2300;11;01/08/2013;31/12/2300;6;01/05/2017;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;33;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;21/11/2000;SP;01/04/2000;31/12/2300;DD;01/04/2000;31/12/2300;X4300;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;79012344;24;645859755
3208430V;NOMADC133;MATHIAS;327130;327102;R;O;CBOR;01/04/2017;31/12/2300;1;01/05/2003;31/12/2300;B;01/05/2003;31/12/2300;11;01/04/2017;31/12/2300;6;01/05/2017;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;33;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;22/11/2000;SP;01/04/2000;31/12/2300;DD;01/04/2000;31/12/2300;X4300;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;34567900;25;645859756
3208502Y;NOMADC134;ROMAIN;327130;327102;R;O;ACTP;01/04/2016;31/12/2300;1;01/05/2003;31/12/2300;B;01/05/2003;31/12/2300;11;01/04/2016;31/12/2300;6;01/05/2017;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;33;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;23/11/2000;SP;01/04/2000;31/12/2300;DD;01/04/2000;31/12/2300;X4300;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;34567900;26;645859757
3213122K;NOMADC135;SERGE;327130;327102;R;O;CBORM;01/04/2017;31/12/2300;1;01/12/2002;31/12/2300;C;01/12/2002;31/12/2300;15;01/04/2017;31/12/2300;9;01/04/2016;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;33;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;24/11/2000;SP;01/04/2000;31/12/2300;DD;01/04/2000;31/12/2300;X4300;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;34567900;27;645859758
3208659A;NOMADC136;JEAN LUC;327130;327102;R;O;CBORMP;01/10/2017;31/12/2300;1;01/07/2001;31/12/2300;C;01/07/2001;31/12/2300;16;01/10/2017;31/12/2300;9;01/09/2014;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;33;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;25/11/2000;SP;01/04/2000;31/12/2300;DD;01/04/2000;31/12/2300;X4300;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;34567900;28;645859759
3209499N;NOMADC137;MICHEL;327130;327102;R;O;CBORM;01/04/2017;31/12/2300;1;01/05/2002;31/12/2300;C;01/05/2002;31/12/2300;15;01/04/2017;31/12/2300;9;01/05/2015;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;32;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;26/11/2000;SP;01/04/2000;31/12/2300;DD;01/04/2000;31/12/2300;X4300;01/04/2000;31/12/2300;TGV SUD-EST;01/04/2000;31/12/2300;;;;34567900;29;645859760
3204805G;NOMADC138;PHILIPPE;327130;327102;R;O;CBORM;01/04/2017;31/12/2300;1;01/05/2003;31/12/2300;C;01/05/2003;31/12/2300;15;01/04/2017;31/12/2300;9;01/04/2015;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;32;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;27/11/2000;SP;01/04/2000;31/12/2300;DD;01/04/2000;31/12/2300;X4300;01/04/2000;31/12/2300;;;;;;;34567900;30;645859761
3209121B;NOMADC139;FLAVIEN;327130;327102;R;O;CBORP;01/04/2017;31/12/2300;2;01/10/2003;31/12/2300;B;01/02/1999;31/12/2300;12;01/04/2017;31/12/2300;7;01/08/2015;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;32;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;28/11/2000;SP;01/04/2000;31/12/2300;DD;01/04/2000;31/12/2300;X4300;01/04/2000;31/12/2300;;;;;;;34567900;31;645859762
3205712H;NOMADC140;STEPHANE;327130;327102;R;O;CBOR;01/04/2017;31/12/2300;1;01/02/1999;31/12/2300;B;01/02/1999;31/12/2300;11;01/04/2017;31/12/2300;7;01/08/2015;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;32;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;29/11/2000;SP;01/04/2000;31/12/2300;DD;01/04/2000;31/12/2300;X4300;01/04/2000;31/12/2300;;;;;;;34567900;32;645859763
3208925S;NOMADC141;MELANIE;327130;327102;R;O;CBOR;01/04/2015;31/12/2300;1;01/08/2002;31/12/2300;B;01/08/2002;31/12/2300;11;01/04/2015;31/12/2300;5;01/08/2013;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;32;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;30/11/2000;SP;01/04/2000;31/12/2300;DD;01/04/2000;31/12/2300;X2100;01/04/2000;31/12/2300;;;;;;;79012344;25;645859764
3208334R;NOMADC142;JEAN;327130;327102;R;O;CBORMP;01/07/2014;13/07/2018;2;01/01/2000;31/12/2300;C;01/07/1992;31/12/2300;16;01/07/2014;13/07/2018;10;01/07/2009;13/07/2018;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;33;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;01/12/2000;SP;01/04/2000;31/12/2300;DD;01/04/2000;31/12/2300;X2100;01/04/2000;31/12/2300;;;;;;;79012344;26;645859765
3213497F;NOMADC143;PASCAL;327130;327102;R;O;CBORMP;01/01/2015;04/10/2018;2;01/04/2000;31/12/2300;C;01/10/1993;31/12/2300;16;01/01/2015;04/10/2018;10;01/10/2012;04/10/2018;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;33;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;02/12/2000;SP;01/04/2000;31/12/2300;DD;01/04/2000;31/12/2300;X2100;01/04/2000;31/12/2300;;;;;;;79012344;27;645859766
3211236G;NOMADC144;NICOLE;327130;327102;R;O;CBORM;01/01/2009;31/12/2300;1;02/05/2004;31/12/2300;C;02/05/2004;31/12/2300;13;01/01/2009;31/12/2300;4;01/04/2016;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;33;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;03/12/2000;SP;01/04/2000;31/12/2300;GB;01/04/2000;31/12/2300;X2100;01/04/2000;31/12/2300;;;;;;;79012344;28;645859767
3209202B;NOMADC145;LIONEL;327130;327102;R;O;ACTP;21/09/2011;31/12/2300;2;01/11/2002;31/12/2300;B;01/04/2002;31/12/2300;10;21/09/2011;31/12/2300;3;01/10/2006;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;33;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;04/12/2000;SP;01/04/2000;31/12/2300;GB;01/04/2000;31/12/2300;X2100;01/04/2000;31/12/2300;;;;;;;79012344;29;645859768
3208372C;NOMADC146;JULIE;327130;327102;R;O;ACTP;27/09/2011;31/12/2300;1;01/04/2004;31/12/2300;B;01/04/2004;31/12/2300;9;27/09/2011;31/12/2300;3;01/10/2009;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;33;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;05/12/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;79012344;30;645859769
3203746L;NOMADC147;JEAN JACQUES;327130;327102;R;O;CBOR;01/11/2005;31/12/2300;2;01/11/1991;31/12/2300;B;01/02/1981;31/12/2300;11;01/11/2005;31/12/2300;10;01/07/2010;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;33;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;06/12/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;79012344;31;645859770
3211428P;NOMADC148;CHRISTIAN;327130;327102;R;O;CBORMP;01/07/2016;31/12/2300;1;01/01/2001;31/12/2300;C;01/01/2001;31/12/2300;16;01/07/2016;31/12/2300;8;01/06/2011;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;33;01/04/2000;31/12/2300;TH;01/04/2000;31/12/2300;07/12/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;79012344;32;645859771
3209402H;NOMADC149;FRANCK;327130;327102;R;O;CBORMP;01/04/2016;31/12/2300;1;01/03/1999;31/12/2300;C;01/03/1999;31/12/2300;17;01/04/2016;31/12/2300;9;01/04/2015;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;32;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;08/12/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;34567900;33;645859772
3214207U;NOMADC150;ALAIN;327130;327102;R;O;CBORMP;02/01/2017;31/12/2300;1;01/08/1999;31/12/2300;C;01/08/1999;31/12/2300;16;02/01/2017;31/12/2300;9;01/12/2013;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;32;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;09/12/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;34567900;34;645859773
3214790C;NOMADC151;DANIEL;327130;327102;R;O;CBORP;01/01/2015;31/12/2300;1;01/04/2000;31/12/2300;C;01/04/2000;31/12/2300;12;01/01/2015;31/12/2300;9;02/01/2017;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;32;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;10/12/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;34567900;35;645859774
3201565E;NOMADC152;CEDRIC;327130;327102;R;O;CBORP;01/01/2016;31/12/2300;2;01/04/2003;31/12/2300;B;01/08/1996;31/12/2300;12;01/01/2016;31/12/2300;8;01/08/2016;31/12/2300;ADC;01/04/2000;31/12/2300;E;01/04/2000;31/12/2300;32;01/04/2000;31/12/2300;NS;01/04/2000;31/12/2300;11/12/2000;GB;01/04/2000;31/12/2300;;;;X2100;01/04/2000;31/12/2300;;;;;;;34567900;36;645859775
